Name,Games,Minutes Played,O Points,O Conversions,D Points,D Conversions,Touches,Throws,Catches,Goals,Assists,Pulls,Average Pull Hangtime,Callahans,Callahans Thrown,Stalls,Throwaways,Drops,Pulls OB,Penalties, Team
JSS,8,97.3666666667,13,8,62,24,40,33,36,4,1,15,5.99173333333,0,0,0,3,2,1,0,Chicago Wildfire2015  
Slymer,10,234.466666667,24,12,134,50,74,60,60,14,6,0,0,0,0,0,6,1,0,0,Chicago Wildfire2015  
Silver,1,23.05,1,0,12,7,13,12,12,1,1,0,0,0,0,0,0,0,0,0,Chicago Wildfire2015  
Kaufmann,7,195.666666667,45,35,81,34,71,55,53,17,6,12,5.157125,0,0,0,5,1,2,0,Chicago Wildfire2015  
Roush,2,23.4,0,0,15,5,5,4,4,1,0,1,3.249,0,0,0,0,0,0,0,Chicago Wildfire2015  
JRob,8,143.916666667,13,5,80,30,83,87,81,2,5,26,4.861875,0,0,0,7,0,7,0,Chicago Wildfire2015  
AJ,7,215.283333333,113,83,31,17,185,154,153,32,10,0,0,0,0,0,7,1,0,0,Chicago Wildfire2015  
Fergus,10,269.116666667,152,108,27,14,435,440,358,14,19,0,0,0,0,0,20,3,0,0,Chicago Wildfire2015  
Rory,2,68.2333333333,41,34,8,4,33,26,27,6,4,0,0,0,0,0,2,1,0,0,Chicago Wildfire2015  
Adrian,11,339.533333333,147,98,43,20,284,267,234,10,13,13,5.56076923077,0,0,0,14,13,0,0,Chicago Wildfire2015  
Bob,11,382.216666667,170,123,54,27,457,488,387,12,32,17,5.3562,0,0,0,34,8,1,0,Chicago Wildfire2015  
J Silver,6,94.5666666667,6,3,54,14,33,37,32,1,3,0,0,0,0,0,2,0,0,0,Chicago Wildfire2015  
Uber,11,230.1,28,21,127,46,72,65,61,11,3,0,0,0,0,0,5,1,0,0,Chicago Wildfire2015  
Jimmy,8,84.25,2,0,63,25,43,48,43,0,3,0,0,0,0,0,1,0,0,0,Chicago Wildfire2015  
Neil,7,135.833333333,17,12,108,38,54,47,47,7,6,0,0,0,0,0,4,1,0,0,Chicago Wildfire2015  
Shiel,10,303.85,148,110,26,19,298,285,277,14,29,0,0,0,0,0,12,1,0,0,Chicago Wildfire2015  
Von,3,48.25,7,6,31,12,13,10,10,3,2,0,0,0,0,0,1,0,0,0,Chicago Wildfire2015  
Rathunde,4,59.05,0,0,42,17,20,15,16,4,3,0,0,0,0,0,3,0,0,0,Chicago Wildfire2015  
Goose,11,411.616666667,132,94,131,50,282,287,243,30,32,77,4.4880877193,0,0,0,29,9,1,0,Chicago Wildfire2015  
Brodie,2,1.86666666667,1,0,1,0,2,3,1,1,0,0,0,0,0,0,1,0,0,0,Chicago Wildfire2015  
Name,Games,Minutes Played,O Points,O Conversions,D Points,D Conversions,Touches,Throws,Catches,Goals,Assists,Pulls,Average Pull Hangtime,Callahans,Callahans Thrown,Stalls,Throwaways,Drops,Pulls OB,Penalties, Team
,1,2.13333333333,2,1,3,0,0,130,0,0,0,0,0,0,0,0,130,0,0,0,Charlotte Express2015  
Olson E,8,246.983333333,153,97,14,8,418,421,357,5,24,0,0,0,0,0,27,3,0,0,Charlotte Express2015  
Burns E,12,280.666666667,87,44,109,17,109,93,96,13,7,1,5.4,0,0,0,7,2,0,0,Charlotte Express2015  
Schanz R,6,80.1666666667,15,4,53,13,30,24,25,5,1,0,0,0,0,0,2,1,0,0,Charlotte Express2015  
Stone J,14,425.133333333,256,161,34,15,564,587,455,9,19,1,4.283,0,0,0,27,6,0,0,Charlotte Express2015  
Lieber J,3,74.2333333333,39,29,7,2,64,67,59,0,5,0,0,0,0,0,3,4,0,0,Charlotte Express2015  
Grunin A,13,155.333333333,16,5,107,27,38,32,33,5,4,0,0,0,0,0,5,1,0,0,Charlotte Express2015  
Lee S,11,162.383333333,82,46,38,14,184,181,158,6,6,0,0,0,0,0,9,1,0,0,Charlotte Express2015  
Hood M,13,475.483333333,190,115,99,26,279,273,252,20,37,17,6.19947058824,0,0,2,29,7,2,0,Charlotte Express2015  
Russel A,12,339.116666667,96,50,127,24,217,245,194,5,18,2,5.4495,0,0,0,28,4,1,0,Charlotte Express2015  
Johnso C,7,140.316666667,11,2,75,16,12,7,8,4,0,0,0,0,0,0,0,1,0,0,Charlotte Express2015  
Stukes M,3,42.8833333333,16,7,20,2,11,10,8,2,1,0,0,0,0,0,2,0,0,0,Charlotte Express2015  
Kelley S,14,262.433333333,43,17,137,31,51,39,42,9,6,0,0,0,0,0,2,1,0,0,Charlotte Express2015  
Anonymous,1,0.0,0,0,0,0,16,37,12,1,1,25,5.17475,0,0,0,5,1,1,0,Charlotte Express2015  
Whitti G,4,79.8666666667,46,25,11,3,58,56,50,3,2,1,0,0,0,0,7,1,0,0,Charlotte Express2015  
Barry I,11,256.183333333,155,96,53,17,368,363,294,10,1,0,0,1,0,0,13,7,0,0,Charlotte Express2015  
Muniz C,14,420.466666667,236,151,65,21,365,351,336,23,39,9,5.76411111111,0,0,3,37,2,0,0,Charlotte Express2015  
Welchm D,10,265.5,81,41,103,23,89,79,80,8,6,0,0,0,0,0,4,2,0,0,Charlotte Express2015  
Schopl D,8,152.333333333,40,26,53,10,29,25,24,5,5,0,0,0,0,0,1,0,0,0,Charlotte Express2015  
Silva K,11,242.733333333,123,73,38,12,113,85,87,26,3,0,0,0,0,2,8,1,0,0,Charlotte Express2015  
Glenn M,8,154.75,36,17,81,16,44,45,41,2,4,38,6.61865789474,0,0,0,5,1,4,0,Charlotte Express2015  
Fontai S,10,273.35,175,115,15,11,178,146,144,33,18,0,0,0,0,0,8,1,0,0,Charlotte Express2015  
Howey E,12,269.6,63,29,153,27,117,139,91,12,11,26,5.778625,0,0,0,14,4,0,0,Charlotte Express2015  
Fox E,11,216.9,126,74,10,6,229,235,172,1,12,0,0,0,0,0,10,7,0,1,Charlotte Express2015  
Nordeg J,11,301.1,56,33,141,27,99,81,79,20,11,0,0,0,0,0,6,2,0,0,Charlotte Express2015  
Sisco S,8,230.533333333,50,31,97,30,66,59,50,16,7,0,0,0,0,0,5,0,0,0,Charlotte Express2015  
McCall S,2,30.0166666667,17,11,3,2,33,29,31,2,1,0,0,0,0,1,3,1,0,0,Charlotte Express2015  
Saffa Z,5,79.3166666667,10,5,55,11,18,18,17,1,1,9,6.50355555556,0,0,0,2,0,1,0,Charlotte Express2015  
Gardne M,11,300.016666667,30,13,162,31,72,89,63,7,4,144,6.61995804196,0,0,0,9,0,10,0,Charlotte Express2015  
Gerber C,6,88.9,34,19,32,6,28,21,22,6,4,0,0,0,0,0,1,0,0,0,Charlotte Express2015  
Porter K,8,255.35,81,43,68,13,56,54,47,9,9,0,0,0,0,0,11,2,0,0,Charlotte Express2015  
Bostia A,10,116.916666667,29,13,81,15,24,21,21,3,3,0,0,0,0,0,4,0,0,0,Charlotte Express2015  
